componentId	repository	publishedPackageTypes	componentId-docker	additionalDockerImages	componentId-go	componentId-helm	additionalHelmCharts	componentId-ivy	additionalIvyPackages	discussionSlackChannel	botSlackChannel	alertSlackChannel	owningTeam	qlik-releaser	componentId-maven	additionalMavenPackages	componentId-npm	additionalNpmPackages	componentId-nuget	additionalNugetPackages	componentId-jira	production-approval	production-approval/compliance/antivirus	production-approval/compliance/api-governance	production-approval/compliance/dependencies	production-approval/compliance/package-metadata	production-approval/compliance/packages-existence	production-approval/compliance/security	production-approval/compliance/soc2	production-approval/compliance/sre-compliance	production-approval/compliance/sre-compliance-keys-operator	production-approval/compliance/sre-compliance-resource	production-approval/compliance/sre-compliance-resource-contract	production-approval/compliance/sre-compliance-slo	production-approval/compliance/static-compliance	production-approval/compliance/twistlock	production-approval/qmfe-qcs	primaryChampion	briefDescription	npmScope	releaseTrackBranches	domain	grafanaDashboardUrl	playbookUrl	productDeploymentName	hasNoCode	isDeprecated	codeCoverageExclusionReason	errors	warnings	intakeSuites	isJiraComponent
automl-system-event-bridge		[]	automl-system-event-bridge	[]		automl-system-event-bridge	[]		[]	#automl-services	#automl-services	#automl-oncall	automl-services	false		[]		[]		[]	automl-system-event-bridge	required	not-applicable	required	required	required	required	required	required	required					required	required		Exomemory			[]	machine-learning	https://metrics.qlikcloud.io/d/RSo4PdCnk/automl-aggregated	https://github.com/qlik-trial/automl-api/blob/main/docs/playbook.md		false	false				core,machine-learning	true
automl-training-worker		[]	automl-training-worker	[]		automl-training-worker	[]		[]	#automl-data-science	#automl-data-science	#automl-oncall	automl-data-science	false		[]		[]		[]	automl-training-worker	required	not-applicable	not-applicable	required	required	required	required	required	required					required	required		yknot			[]	machine-learning	https://metrics.qlikcloud.io/d/RSo4PdCnk/automl-aggregated	https://github.com/qlik-trial/automl-api/blob/main/docs/playbook.md		false	false				core,machine-learning	true
automl-ui		[]		[]			[]		[]	#automl-ui	#automl-ui	#automl-oncall	automl-applications	false		[]		[]		[]	automl-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	amaesato	Qlik AutoML UI		[]					false	false				intake	true
automl_toolkit		[]		[]			[]		[]	#automl-data-science	#automl-data-science	#automl-data-science	automl-data-science	false		[]		[]		[]	automl_toolkit	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
aws-eks-asg-rolling-update-handler		[]		[]		aws-eks-asg-rolling-update-handler	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	aws-eks-asg-rolling-update-handler	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	JohnTrevorBurke			[]					false	false				core,	true
aws-load-balancer-controller-eks		[]		[]		aws-load-balancer-controller-eks	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	aws-load-balancer-controller-eks	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	vamsik68			[]					false	false				core,	true
board.js		[]		[]			[]		[]	#visualization_and_authoring_public	#visualization_and_authoring_public	#visualization_and_authoring_public	visualizations-authoring	false		[]	board-ui	[]		[]	board.js	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		niekvanstaveren	Layout library for usage in client and extensions		[]					false	false				core,	true
bonjour-world		[]	bonjour-world	[]		bonjour-world	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	bonjour-world	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		rahmanrafi			[]					false	false				core,	true
bot-channel-service		[]	bot-channel-service	[]			[]		[]	#bot-channel	#bot-channel	#bot-channel	natural-language-chat	false	bot-channel-service	[]		[]		[]	bot-channel-service	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		jineshjin			[]	nlp-cognitive				false	false		bot-channel-service: component has 1 critical and high Dependendabot alerts, 	bot-channel-service: component has 1 high Dependendabot alerts, 	core,nlp-cognitive	true
botkube		[]		[]		botkube	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	botkube	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	vish-kar			[]					false	false			botkube: component is part of QCS, QCG or LEF but the latest release tag (=v0.13.0) is below v1.0.0 which indicates that the version is not ready for production, 	core,	true
broker-service		[]		[]			[]	brokerservice	[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false		[]		[]		[]	broker-service	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			broker-service: Dependabot is not configured for component, 	core,	true
business-glossary		[]	business-glossary	[]		business-glossary	[]		[]	#catalog-team-business-glossary-service	#catalog-team-business-glossary-alerts	#catalog-team-business-glossary-alerts	qlik-catalog	false		[]		[]		[]	business-glossary	required	not-applicable	required	required	required	required	required	required	required					required	required		Faunsko			[]	data-catalog	https://metrics.qlikcloud.io/d/PCO5zR4Vz/bg-metrics?orgId=1	https://github.com/qlik-trial/business-glossary/blob/main/Playbook.md		false	false				core,data-catalog	true
business-glossary-ui		[]		[]			[]		[]	#shared_services_frontend	#shared_services_frontend	#shared_services_frontend	catalog-ui	false		[]		[]		[]	business-glossary-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	dev-abhirn	business glossary ui		[]					false	false			business-glossary-ui: component is part of QCS, QCG or LEF but the latest release tag (=v0.26.0) is below v1.0.0 which indicates that the version is not ready for production, 	intake	true
business-view		[]	business-view	[]		business-view	[]		[]	#catalog-team-business-view-service	#catalog-team-business-view-service	#catalog-team-business-view-service	qlik-catalog	false		[]		[]		[]	business-view	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	henriksvenell			[]	data-catalog	https://metrics.qlikcloud.io/d/PCO5zR4Vz/bg-metrics?orgId=1	https://github.com/qlik-trial/business-view/blob/main/Playbook.md		false	false				core,data-catalog	true
caddy-docker		[]	caddy	[]			[]		[]	#caddy	#caddy	#caddy	frontend-core	false		[]		[]		[]	caddy-docker	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		nilzona			[]					false	true		caddy-docker: component has 1 critical and high Dependendabot alerts, 	caddy-docker: has not been updated to use branches and deployment environments, 	core,	true
capability-banks		[]	capability-banks	[]		capability-banks	[]		[]	#licenses	#license_alerts	#licenses	license-dev	false		[]		[]		[]	capability-banks	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		bearium			[]	qcs-infra				false	false			capability-banks: Dependabot is not configured for component, 	core,qcs-infra	true
capability-service		[]		[]			[]		[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false	capability-service	[]		[]		[]	capability-service	required	not-applicable	required	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			capability-service: Dependabot is not configured for component, 	core,	true
catalog		[]	catalog	[]		catalog	[]		[]	#catalog-team-devteam	#catalog-team-catalog-bot-deployments	#catalog-team-catalog-profile-alerts	qlik-catalog	false		[]		[]		[]	catalog	required	not-applicable	required	required	required	required	required	required	required					required	required		pwfarwell			[]	data-catalog	https://metrics.qlikcloud.io/d/e0wHSthGk/catalog-metrics	https://github.com/qlik-trial/catalog/blob/develop/docs/playbook.md		false	false				core,data-catalog	true
catalog-db-migrator		[]	catalog-db-migrator	[]			[]		[]	#catalog-team-devteam	#catalog-team-catalog-bot-deployments	#catalog-team-devteam	qlik-catalog	false		[]		[]		[]	catalog-db-migrator	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	required		pwfarwell			[]					false	false				core,	true
catalog-installer		[]		[]			[]		[]	#catalog-team-devteam	#catalog-team-devteam	#catalog-team-devteam	qlik-catalog	false		[]		[]		[]	catalog-installer	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
catalog-main		[]		[]			[]		[]	#catalog-team-devteam	#catalog-team-devteam	#catalog-team-devteam	qlik-catalog	false		[]		[]		[]	catalog-main	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]				Qlik Data Catalog	false	false				core,	true
cert-manager		[]		[]		cert-manager	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	cert-manager	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	vamsik68			[]	bootstrap-infra				false	false				core,bootstrap-infra	true
chronos		[]	chronos	[]		chronos	[]		[]	#dev_reporting	#dev_reporting	#dev_reporting	reporting	false		[]		[]		[]	chronos	required	not-applicable	required	required	required	required	required	required	required					required	required		deuqlik			[]	qcs-infra	https://metrics.qlikcloud.io/d/gpQc32Pik/chronos-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/chronos/Playbook.md		false	false				core,qcs-infra	true
chronos-worker		[]	chronos-worker	[]	chronos-worker	chronos-worker	[]		[]	#dev_reporting	#dev_reporting	#dev_reporting	reporting	false		[]		[]		[]	chronos-worker	required	not-applicable	not-applicable	required	required	required	required	required	required				not-applicable	required	required		deuqlik			[]	qcs-infra	https://metrics.qlikcloud.io/d/gpQc32Pik/chronos-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/chronos-worker/Playbook.md		false	false				core,qcs-infra	true
cli-tools		[]		[]			[]	cli-tools	[]	#data_access_cloud	#data_access_cloud	#data_access_cloud	data-access	false		[]		[]		[]	cli-tools	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
cloud-releaser-test		[]		[]			[]		[]	#qlik_releaser	#qlik_releaser	#qlik_releaser	platform-engineering	false		[]		[]		[]	cloud-releaser-test	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false			cloud-releaser-test: ciChampion (=qliklars) is not a valid Github user in the qlik-trial organization, 	core,	true
cloudwatch-exporter		[]	cloudwatch-exporter	[]		cloudwatch-exporter	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	cloudwatch-exporter	required	not-applicable	not-applicable	required	required	required	required	required	not-applicable					not-applicable	required		jonathansm1th			[]	qcs-infra				false	false		cloudwatch-exporter: component is (deployment: cloudwatch-exporter) part of QCS or QCG but CPU or memory requests or limits have not been set, cloudwatch-exporter: component is part of QCS or QCG but no grafanaDashboardUrl has been defined, cloudwatch-exporter: component is part of QCS or QCG but no playbookUrl has been defined, cloudwatch-exporter: component is part of QCS or QCG but no Code Coverage tool is defined, 	cloudwatch-exporter: component is part of QCS or QCG but Used qlikCommonVersion (=N/A) does not meet criteria for required version (=3.7.2), cloudwatch-exporter: component is part of QCS or QCG but not included in SDE manifest (https://github.com/qlik-trial/qcs-environments/blob/main/qcs/sde/manifest.yaml), cloudwatch-exporter: component is part of QCS, QCG or LEF but the latest release tag (=v0.6.1) is below v1.0.0 which indicates that the version is not ready for production, 	core,qcs-infra	true
code-generator		[]		[]			[]		[]	#dis-core-scrumteam	#dis-core-scrumteam	#dis-core-scrumteam	dis-core	false		[]		[]	code-generator	[]	code-generator	required	not-applicable	not-applicable	not-applicable	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		Eliyahu-Machluf			[]	data-integration				false	false				core,data-integration	true
